note_id,work_order_id,vessel_id,note_ts,author_role,note_text,language,llm_extracted_json,extracted_subsystem,extracted_failure_mode,extracted_parts,uncertainty_score,created_at
note_5a8dd9bc4a53,wo_6ba1c4ed7a9e,ves_13e5458f948c,2025-09-11T14:00:00,tech,Confirmed prop bent shaft. Customer reports drive oil milky. Tech observed bellows split at clamp. Recommended repair shaft align.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BENT_SHAFT"", ""parts"": [""SHAFT_1_25_SS""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,PROP_BENT_SHAFT,"[""SHAFT_1_25_SS""]",0.09,2025-09-11T14:00:00
note_815d57031dbc,wo_d14d982ab355,ves_13e5458f948c,2024-11-22T16:00:00,tech,"Confirmed prop bellows breach. Customer reports lower unit noisy. Tech observed bellows split at clamp. Recommended repair bellows, repair gimbal.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BELLOWS_BREACH"", ""parts"": [""BELLOWS_EXHAUST"", ""UJOINT_SET""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,PROP_BELLOWS_BREACH,"[""BELLOWS_EXHAUST"", ""UJOINT_SET""]",0.09,2024-11-22T16:00:00
note_f50f8c5016f0,wo_d28ec93cb358,ves_671e8a1a2a3c,2016-03-10T14:00:00,tech,"Confirmed steer hose leak. Customer reports cable binds at lock. Tech observed cable binds at full lock. Recommended replace steering hose, bleed hydraulics. Must repair before operating.",en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_HOSE_LEAK"", ""parts"": [""HYD_STEERING_HOSE_20FT""], ""severity"": 5, ""confidence"": 0.91}",STEERING,STEER_HOSE_LEAK,"[""HYD_STEERING_HOSE_20FT""]",0.09,2016-03-10T14:00:00
note_a878687f0665,wo_1dfe5743caca,ves_671e8a1a2a3c,2015-09-13T13:00:00,tech,Confirmed plumb pump fail. Customer reports head odor persistent. Tech observed pump cycles with no faucet demand. Recommended replace water pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""PLUMB_PUMP_FAIL"", ""parts"": [""WATER_PUMP_5GPM""], ""severity"": 3, ""confidence"": 0.91}",AUX,PLUMB_PUMP_FAIL,"[""WATER_PUMP_5GPM""]",0.09,2015-09-13T13:00:00
note_ad7d39b507e8,wo_e8620a6eb33a,ves_671e8a1a2a3c,2024-04-01T10:00:00,tech,Suspect eng low compression. Customer reports low oil pressure. Tech observed compression down on cyl 3. Recommended repower engine.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_LOW_COMPRESSION"", ""parts"": [""ENG_LONG_BLOCK_4CYL""], ""severity"": 5, ""confidence"": 0.62}",ENGINE,ENG_LOW_COMPRESSION,"[""ENG_LONG_BLOCK_4CYL""]",0.38,2024-04-01T10:00:00
note_4cd45db90e2b,wo_776eb5864f7a,ves_671e8a1a2a3c,2017-02-11T15:00:00,tech,Confirmed hull through hull leak. Customer reports soft deck near helm. Tech observed visible stress cracks at tabbing. Recommended repair through hull.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_THROUGH_HULL_LEAK"", ""parts"": [""THRUHULL_1IN_BRONZE""], ""severity"": 3, ""confidence"": 0.91}",HULL,HULL_THROUGH_HULL_LEAK,"[""THRUHULL_1IN_BRONZE""]",0.09,2017-02-11T15:00:00
note_53181e59e0a2,wo_c0d9402a9d96,ves_671e8a1a2a3c,2020-09-21T16:00:00,tech,"Suspect fuel water contam. Customer reports engine surges under load. Tech observed fuel hose cracked at barb. Recommended replace filter separator, tank clean.",en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_WATER_CONTAM"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.62}",FUEL,FUEL_WATER_CONTAM,"[""FUEL_FILTER_SEPARATOR""]",0.38,2020-09-21T16:00:00
note_2b913a855849,wo_55f784aa1797,ves_671e8a1a2a3c,2020-07-05T15:00:00,tech,Confirmed steer cable bind. Customer reports cable binds at lock. Tech observed cable binds at full lock. Recommended replace steering cable. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_CABLE_BIND"", ""parts"": [""STEERING_CABLE_16FT""], ""severity"": 3, ""confidence"": 0.91}",STEERING,STEER_CABLE_BIND,"[""STEERING_CABLE_16FT""]",0.09,2020-07-05T15:00:00
note_601df13c3084,wo_3b3d79436647,ves_609722456ffd,2020-07-05T16:00:00,service_writer,Confirmed hull transom rot. Customer reports soft deck near helm. Tech observed moisture meter elevated around transom. Recommended repair transom.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_TRANSOM_ROT"", ""parts"": [""HULL_TRANSOM_KIT""], ""severity"": 5, ""confidence"": 0.91}",HULL,HULL_TRANSOM_ROT,"[""HULL_TRANSOM_KIT""]",0.09,2020-07-05T16:00:00
note_798e0ef2562f,wo_6b2295290927,ves_609722456ffd,2019-08-22T15:00:00,tech,"Suspect prop bellows breach. Customer reports vibration underway. Tech observed bellows split at clamp. Recommended repair bellows, repair gimbal.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BELLOWS_BREACH"", ""parts"": [""BELLOWS_EXHAUST"", ""UJOINT_SET""], ""severity"": 3, ""confidence"": 0.62}",PROPULSION,PROP_BELLOWS_BREACH,"[""BELLOWS_EXHAUST"", ""UJOINT_SET""]",0.38,2019-08-22T15:00:00
note_c53e01a4f040,wo_381b10dcb56d,ves_609722456ffd,2015-09-08T12:00:00,service_writer,Suspect eng sensor fail. Customer reports low oil pressure. Tech observed verified low raw-water flow at strainer. Recommended replace sensor.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_SENSOR_FAIL"", ""parts"": [""CRANK_POS_SENSOR""], ""severity"": 3, ""confidence"": 0.62}",ENGINE,ENG_SENSOR_FAIL,"[""CRANK_POS_SENSOR""]",0.38,2015-09-08T12:00:00
note_8c8238872869,wo_6a0ff5c15add,ves_609722456ffd,2021-04-24T10:00:00,tech,Suspect elec stray current. Customer reports house bank not charging. Tech observed shore inlet shows heat damage. Recommended electrical fault find.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_STRAY_CURRENT"", ""parts"": [], ""severity"": 3, ""confidence"": 0.62}",ELECTRICAL,ELEC_STRAY_CURRENT,[],0.38,2021-04-24T10:00:00
note_662ada0920e9,wo_d113e9a2fb33,ves_a4af276e3eec,2018-11-25T12:00:00,service_writer,Confirmed hull deck core rot. Customer reports water intrusion around transom. Tech observed visible stress cracks at tabbing. Recommended repair deck core.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_DECK_CORE_ROT"", ""parts"": [""HULL_CORE_PANEL""], ""severity"": 3, ""confidence"": 0.91}",HULL,HULL_DECK_CORE_ROT,"[""HULL_CORE_PANEL""]",0.09,2018-11-25T12:00:00
note_3dbf60bb3fa5,wo_ec68d8e41b33,ves_a4af276e3eec,2015-02-01T11:00:00,tech,"Confirmed fuel water contam. Customer reports fuel smell in bilge. Tech observed fuel hose cracked at barb. Recommended replace filter separator, tank clean.",en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_WATER_CONTAM"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_WATER_CONTAM,"[""FUEL_FILTER_SEPARATOR""]",0.09,2015-02-01T11:00:00
note_f586ced8c477,wo_5fa01f9e1210,ves_a4af276e3eec,2023-07-11T08:00:00,tech,Confirmed elec alt fail. Customer reports house bank not charging. Tech observed shore inlet shows heat damage. Recommended replace alternator.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_ALT_FAIL"", ""parts"": [""ALTERNATOR_70A""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_ALT_FAIL,"[""ALTERNATOR_70A""]",0.09,2023-07-11T08:00:00
note_b8bccfa16b9c,wo_84a05ef0133e,ves_a4af276e3eec,2023-02-03T13:00:00,service_writer,Suspect eng head gasket. Customer reports low oil pressure. Tech observed riser temps elevated starboard bank. Recommended rebuild top end.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_HEAD_GASKET"", ""parts"": [""HEAD_GASKET_SET_V8""], ""severity"": 5, ""confidence"": 0.62}",ENGINE,ENG_HEAD_GASKET,"[""HEAD_GASKET_SET_V8""]",0.38,2023-02-03T13:00:00
note_c5d0c81823aa,wo_f2857c5ab923,ves_a4af276e3eec,2021-12-18T08:00:00,service_writer,Confirmed auto sensor drift. Customer reports VHF transmit weak. Tech observed transducer not reading in Airmar diagnostics. Recommended calibrate autopilot.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""AUTO_SENSOR_DRIFT"", ""parts"": [""AUTOPILOT_PUMP""], ""severity"": 3, ""confidence"": 0.91}",NAV,AUTO_SENSOR_DRIFT,"[""AUTOPILOT_PUMP""]",0.09,2021-12-18T08:00:00
note_516f4d4badea,wo_bffd97b9cdcb,ves_639dedbb6886,2017-02-23T15:00:00,tech,Suspect hvac raw water flow. Customer reports bilge pump inop. Tech observed float switch stuck closed. Recommended clean ac strainer.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""HVAC_RAW_WATER_FLOW"", ""parts"": [""AC_RAW_WATER_PUMP""], ""severity"": 3, ""confidence"": 0.62}",AUX,HVAC_RAW_WATER_FLOW,"[""AC_RAW_WATER_PUMP""]",0.38,2017-02-23T15:00:00
note_225d9a44247c,wo_5cf8793954e7,ves_639dedbb6886,2021-02-22T15:00:00,tech,Confirmed elec batt failure. Customer reports corroded battery terminal. Tech observed continuity good but intermittent under load. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_LITHIUM_100AH""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_LITHIUM_100AH""]",0.09,2021-02-22T15:00:00
note_b01dda202e25,wo_9e1ccd4724e2,ves_639dedbb6886,2019-07-19T09:00:00,service_writer,Confirmed eng low compression. Customer reports low oil pressure. Tech observed verified low raw-water flow at strainer. Recommended repower engine.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_LOW_COMPRESSION"", ""parts"": [""ENG_LONG_BLOCK_4CYL""], ""severity"": 5, ""confidence"": 0.91}",ENGINE,ENG_LOW_COMPRESSION,"[""ENG_LONG_BLOCK_4CYL""]",0.09,2019-07-19T09:00:00
note_0580d0830859,wo_4b6222d85f45,ves_639dedbb6886,2021-05-12T10:00:00,surveyor,Confirmed elec batt failure. Customer reports bilge alarm false trigger. Tech observed green corrosion at battery lug. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_LITHIUM_100AH""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_LITHIUM_100AH""]",0.09,2021-05-12T10:00:00
note_02c255cafa4b,wo_96fa03f43a9a,ves_639dedbb6886,2021-05-06T12:00:00,tech,Confirmed fuel filter clog. Customer reports water in separator. Tech observed pickup screen restricted. Recommended replace filter separator.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_FILTER_CLOG"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_FILTER_CLOG,"[""FUEL_FILTER_SEPARATOR""]",0.09,2021-05-06T12:00:00
note_ac8b6e5233d3,wo_f2505a39bedc,ves_2fdbac3b3834,2017-10-24T10:00:00,tech,Confirmed eng head gasket. Customer reports coolant temp high. Tech observed verified low raw-water flow at strainer. Recommended rebuild top end.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_HEAD_GASKET"", ""parts"": [""HEAD_GASKET_SET_4CYL""], ""severity"": 5, ""confidence"": 0.91}",ENGINE,ENG_HEAD_GASKET,"[""HEAD_GASKET_SET_4CYL""]",0.09,2017-10-24T10:00:00
note_b243523167fe,wo_db461a6b9b87,ves_2fdbac3b3834,2025-08-23T08:00:00,tech,Confirmed auto sensor drift. Customer reports VHF transmit weak. Tech observed MFD voltage drops during start. Recommended calibrate autopilot.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""AUTO_SENSOR_DRIFT"", ""parts"": [""AUTOPILOT_PUMP""], ""severity"": 3, ""confidence"": 0.91}",NAV,AUTO_SENSOR_DRIFT,"[""AUTOPILOT_PUMP""]",0.09,2025-08-23T08:00:00
note_9fceb555f846,wo_dfb80e4514be,ves_2fdbac3b3834,2019-07-20T13:00:00,tech,Suspect hull through hull leak. Customer reports blistering below waterline. Tech observed moisture meter elevated around transom. Recommended repair through hull.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_THROUGH_HULL_LEAK"", ""parts"": [""SEACOCK_1IN_BRONZE""], ""severity"": 3, ""confidence"": 0.62}",HULL,HULL_THROUGH_HULL_LEAK,"[""SEACOCK_1IN_BRONZE""]",0.38,2019-07-20T13:00:00
note_e95ff28482a8,wo_d5a29f24b6fe,ves_2fdbac3b3834,2018-08-09T10:00:00,tech,Confirmed exh riser leak backflow. Customer reports hard start cold. Tech observed found shredded impeller vanes. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.09,2018-08-09T10:00:00
note_7a80da81abbf,wo_569360dba67e,ves_db4e6ff74619,2021-06-16T14:00:00,service_writer,Confirmed bilge pump fail. Customer reports macerator jammed. Tech observed sanitation hose permeated. Recommended replace bilge pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""BILGE_PUMP_FAIL"", ""parts"": [""BILGE_FLOAT_SWITCH""], ""severity"": 3, ""confidence"": 0.91}",AUX,BILGE_PUMP_FAIL,"[""BILGE_FLOAT_SWITCH""]",0.09,2021-06-16T14:00:00
note_b88a166e45e8,wo_3c4dfb1d0338,ves_db4e6ff74619,2019-09-20T11:00:00,tech,Confirmed fuel filter clog. Customer reports water in separator. Tech observed pickup screen restricted. Recommended replace filter separator.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_FILTER_CLOG"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_FILTER_CLOG,"[""FUEL_FILTER_SEPARATOR""]",0.09,2019-09-20T11:00:00
note_18c0aeff9253,wo_000c79a32175,ves_db4e6ff74619,2025-05-03T12:00:00,owner,Confirmed prop cutlass wear. Customer reports bellows leak observed. Tech observed shaft runout above spec. Recommended replace cutlass brg.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_CUTLASS_WEAR"", ""parts"": [""INB_CUTLASS_BRG""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,PROP_CUTLASS_WEAR,"[""INB_CUTLASS_BRG""]",0.09,2025-05-03T12:00:00
note_e301332dcd4c,wo_7be32fa04c7f,ves_db4e6ff74619,2020-03-18T08:00:00,tech,Confirmed steer linkage loose. Customer reports helm feels spongy. Tech observed cable binds at full lock. Recommended adjust linkage. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_LINKAGE_LOOSE"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",STEERING,STEER_LINKAGE_LOOSE,[],0.09,2020-03-18T08:00:00
note_8679c288c235,wo_1beaf7f137f5,ves_e58eb6f277fb,2023-01-01T12:00:00,tech,Confirmed hull transom rot. Customer reports blistering below waterline. Tech observed seacock backing plate wet. Recommended repair transom.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_TRANSOM_ROT"", ""parts"": [""HULL_TRANSOM_KIT""], ""severity"": 5, ""confidence"": 0.91}",HULL,HULL_TRANSOM_ROT,"[""HULL_TRANSOM_KIT""]",0.09,2023-01-01T12:00:00
note_ba017e08cf13,wo_af00eded14d6,ves_e58eb6f277fb,2026-02-22T11:00:00,tech,Suspect eng low compression. Customer reports loss of power at WOT. Tech observed found shredded impeller vanes. Recommended repower engine.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_LOW_COMPRESSION"", ""parts"": [""ENG_LONG_BLOCK_V8""], ""severity"": 5, ""confidence"": 0.62}",ENGINE,ENG_LOW_COMPRESSION,"[""ENG_LONG_BLOCK_V8""]",0.38,2026-02-22T11:00:00
note_627846cb250c,wo_c2a9a4cb2046,ves_1921918c66fd,2024-09-07T14:00:00,owner,Confirmed steer cable bind. Customer reports cable binds at lock. Tech observed air present during helm bleed. Recommended replace steering cable. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_CABLE_BIND"", ""parts"": [""STEERING_CABLE_16FT""], ""severity"": 3, ""confidence"": 0.91}",STEERING,STEER_CABLE_BIND,"[""STEERING_CABLE_16FT""]",0.09,2024-09-07T14:00:00
note_3d203e8cb196,wo_676c40bbce17,ves_1921918c66fd,2023-12-24T13:00:00,service_writer,Confirmed eng low compression. Customer reports hard start cold. Tech observed verified low raw-water flow at strainer. Recommended repower engine.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_LOW_COMPRESSION"", ""parts"": [""ENG_LONG_BLOCK_4CYL""], ""severity"": 5, ""confidence"": 0.91}",ENGINE,ENG_LOW_COMPRESSION,"[""ENG_LONG_BLOCK_4CYL""]",0.09,2023-12-24T13:00:00
note_47400b4b2173,wo_3b53d254a9ce,ves_1921918c66fd,2021-02-22T12:00:00,service_writer,Confirmed nav sensor fail. Customer reports depth sounder no reading. Tech observed N2K backbone missing termination. Recommended replace depth sensor.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""NAV_SENSOR_FAIL"", ""parts"": [""DEPTH_XDUCER""], ""severity"": 3, ""confidence"": 0.91}",NAV,NAV_SENSOR_FAIL,"[""DEPTH_XDUCER""]",0.09,2021-02-22T12:00:00
note_c3fd3a8ee032,wo_fab22614675c,ves_1921918c66fd,2015-06-02T09:00:00,tech,Confirmed eng sensor fail. Customer reports hard start cold. Tech observed compression down on cyl 3. Recommended replace sensor.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_SENSOR_FAIL"", ""parts"": [""CRANK_POS_SENSOR""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,ENG_SENSOR_FAIL,"[""CRANK_POS_SENSOR""]",0.09,2015-06-02T09:00:00
note_a9f2492e51fc,wo_45264485fad3,ves_1921918c66fd,2023-02-07T14:00:00,tech,Confirmed hull stringer delam. Customer reports stress crack at stringer tabbing. Tech observed visible stress cracks at tabbing. Recommended repair stringers.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_STRINGER_DELAM"", ""parts"": [""HULL_STRINGER_SET""], ""severity"": 5, ""confidence"": 0.91}",HULL,HULL_STRINGER_DELAM,"[""HULL_STRINGER_SET""]",0.09,2023-02-07T14:00:00
note_19725e358b7e,wo_fe3bcdb5fd17,ves_1921918c66fd,2020-03-23T12:00:00,tech,Confirmed elec corrosion terminal. Customer reports corroded battery terminal. Tech observed green corrosion at battery lug. Recommended clean reterm connectors.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CORROSION_TERMINAL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_CORROSION_TERMINAL,[],0.09,2020-03-23T12:00:00
note_51a873bd7c38,wo_b3a86590d1ff,ves_1921918c66fd,2014-10-12T15:00:00,tech,Confirmed elec antenna fail. Customer reports N2K network offline. Tech observed MFD voltage drops during start. Recommended replace antenna.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""ELEC_ANTENNA_FAIL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",NAV,ELEC_ANTENNA_FAIL,[],0.09,2014-10-12T15:00:00
note_bba393c58089,wo_4d736f156767,ves_1921918c66fd,2022-11-24T11:00:00,service_writer,"Confirmed ob lower unit water intrusion. Customer reports drive oil milky. Tech observed drive oil milky after drain. Recommended reseal lower unit, replace gear oil.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""OB_LOWER_UNIT_WATER_INTRUSION"", ""parts"": [""OB_GEARCASE_SEAL_KIT""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,OB_LOWER_UNIT_WATER_INTRUSION,"[""OB_GEARCASE_SEAL_KIT""]",0.09,2022-11-24T11:00:00
note_8d1f7b393113,wo_16a6dbc4ccd3,ves_1921918c66fd,2024-11-04T08:00:00,tech,Confirmed plumb pump fail. Customer reports bilge pump inop. Tech observed pump cycles with no faucet demand. Recommended replace water pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""PLUMB_PUMP_FAIL"", ""parts"": [""WATER_PUMP_5GPM""], ""severity"": 3, ""confidence"": 0.91}",AUX,PLUMB_PUMP_FAIL,"[""WATER_PUMP_5GPM""]",0.09,2024-11-04T08:00:00
note_1f3afb737f5f,wo_bc641f9c51dd,ves_1921918c66fd,2014-09-09T14:00:00,owner,Suspect n2k network fault. Customer reports depth sounder no reading. Tech observed MFD voltage drops during start. Recommended repair n2k backbone.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""N2K_NETWORK_FAULT"", ""parts"": [""N2K_STARTER_KIT""], ""severity"": 3, ""confidence"": 0.62}",NAV,N2K_NETWORK_FAULT,"[""N2K_STARTER_KIT""]",0.38,2014-09-09T14:00:00
note_93d803d37878,wo_47fe975598c7,ves_1921918c66fd,2019-12-14T08:00:00,service_writer,"Suspect prop bellows breach. Customer reports lower unit noisy. Tech observed wear ring clearance excessive. Recommended repair bellows, repair gimbal.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BELLOWS_BREACH"", ""parts"": [""BELLOWS_UJOINT"", ""UJOINT_SET""], ""severity"": 3, ""confidence"": 0.62}",PROPULSION,PROP_BELLOWS_BREACH,"[""BELLOWS_UJOINT"", ""UJOINT_SET""]",0.38,2019-12-14T08:00:00
note_ff5b0f2abec0,wo_f991a04912d5,ves_1921918c66fd,2020-05-17T11:00:00,tech,Suspect fuel pump fail. Customer reports engine surges under load. Tech observed fuel hose cracked at barb. Recommended replace fuel pump.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_PUMP_FAIL"", ""parts"": [""FUEL_PUMP_LP""], ""severity"": 3, ""confidence"": 0.62}",FUEL,FUEL_PUMP_FAIL,"[""FUEL_PUMP_LP""]",0.38,2020-05-17T11:00:00
note_409de0f62f0d,wo_660a642d2488,ves_1921918c66fd,2016-11-01T12:00:00,tech,Suspect steer cable bind. Customer reports hydraulic fluid low. Tech observed cable binds at full lock. Recommended replace steering cable. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_CABLE_BIND"", ""parts"": [""STEERING_CABLE_16FT""], ""severity"": 3, ""confidence"": 0.62}",STEERING,STEER_CABLE_BIND,"[""STEERING_CABLE_16FT""]",0.38,2016-11-01T12:00:00
note_79f6f0c06aaf,wo_e5a739e9399d,ves_1921918c66fd,2020-06-02T16:00:00,tech,Suspect elec stray current. Customer reports bilge alarm false trigger. Tech observed shore inlet shows heat damage. Recommended electrical fault find.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_STRAY_CURRENT"", ""parts"": [], ""severity"": 3, ""confidence"": 0.62}",ELECTRICAL,ELEC_STRAY_CURRENT,[],0.38,2020-06-02T16:00:00
note_cc0587aea69a,wo_6f2e7e7eb15b,ves_f5b60a5cd058,2018-05-02T08:00:00,tech,"Confirmed eng overheat impeller. Customer reports hard start cold. Tech observed compression down on cyl 3. Recommended replace impeller, replace thermostat.",en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_OVERHEAT_IMPELLER"", ""parts"": [""OB_WATER_PUMP_KIT"", ""THERMOSTAT_MARINE""], ""severity"": 4, ""confidence"": 0.91}",ENGINE,ENG_OVERHEAT_IMPELLER,"[""OB_WATER_PUMP_KIT"", ""THERMOSTAT_MARINE""]",0.09,2018-05-02T08:00:00
note_f58f04b5b4e6,wo_af5ac1623fa8,ves_f5b60a5cd058,2023-11-13T16:00:00,tech,Confirmed hull osmosis blistering. Customer reports through-hull seeping. Tech observed seacock backing plate wet. Recommended repair osmosis.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_OSMOSIS_BLISTERING"", ""parts"": [""HULL_GELCOAT_KIT""], ""severity"": 3, ""confidence"": 0.91}",HULL,HULL_OSMOSIS_BLISTERING,"[""HULL_GELCOAT_KIT""]",0.09,2023-11-13T16:00:00
note_894c8184c967,wo_ce8aced1f8c7,ves_f5b60a5cd058,2025-08-22T10:00:00,tech,Suspect hull transom rot. Customer reports soft deck near helm. Tech observed moisture meter elevated around transom. Recommended repair transom.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_TRANSOM_ROT"", ""parts"": [""HULL_TRANSOM_KIT""], ""severity"": 5, ""confidence"": 0.62}",HULL,HULL_TRANSOM_ROT,"[""HULL_TRANSOM_KIT""]",0.38,2025-08-22T10:00:00
note_86707af15c93,wo_e761b5439f6c,ves_f5b60a5cd058,2024-04-18T13:00:00,tech,Confirmed fuel line crack. Customer reports poor idle. Tech observed pickup screen restricted. Recommended replace fuel lines.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_LINE_CRACK"", ""parts"": [""FUEL_LINE_A1_10FT""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_LINE_CRACK,"[""FUEL_LINE_A1_10FT""]",0.09,2024-04-18T13:00:00
note_1c49491f37d4,wo_320abcb42179,ves_f5b60a5cd058,2014-01-15T09:00:00,tech,Suspect eng head gasket. Customer reports loss of power at WOT. Tech observed found shredded impeller vanes. Recommended rebuild top end.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_HEAD_GASKET"", ""parts"": [""HEAD_GASKET_SET_4CYL""], ""severity"": 5, ""confidence"": 0.62}",ENGINE,ENG_HEAD_GASKET,"[""HEAD_GASKET_SET_4CYL""]",0.38,2014-01-15T09:00:00
note_df2b16eab234,wo_d61ba97c3402,ves_1accafbc0ba6,2016-02-03T09:00:00,tech,Suspect steer air in system. Customer reports cable binds at lock. Tech observed hose seep at fitting under pressure. Recommended bleed hydraulics. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_AIR_IN_SYSTEM"", ""parts"": [], ""severity"": 3, ""confidence"": 0.62}",STEERING,STEER_AIR_IN_SYSTEM,[],0.38,2016-02-03T09:00:00
note_0871aab44cf0,wo_fb8ab79d3c4f,ves_1accafbc0ba6,2020-08-08T08:00:00,tech,Confirmed exh riser leak backflow. Customer reports coolant temp high. Tech observed compression down on cyl 3. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.09,2020-08-08T08:00:00
note_43660806f8a5,wo_1dff095b779b,ves_1accafbc0ba6,2023-09-04T10:00:00,surveyor,Confirmed hull transom rot. Customer reports blistering below waterline. Tech observed seacock backing plate wet. Recommended repair transom.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_TRANSOM_ROT"", ""parts"": [""HULL_TRANSOM_KIT""], ""severity"": 5, ""confidence"": 0.91}",HULL,HULL_TRANSOM_ROT,"[""HULL_TRANSOM_KIT""]",0.09,2023-09-04T10:00:00
